question_index,question,group_type,group_value,n_answered,agree_pct,disagree_pct,dont_know_pct,mean_score,n_scored
46,Elaksin tulevikus meelsasti koos sõpradega.,Overall,All,393,0.5241730279898219,0.3104325699745547,0.1628498727735369,2.6951219512195124,328
47,Mul peaks olema tulevikus isiklik sõiduauto.,Overall,All,393,0.7913486005089059,0.14249363867684478,0.06361323155216285,3.3678474114441417,367
48,Näen end tulevikus elamas väljaspool Eesti suuremaid linnasid.,Overall,All,393,0.42748091603053434,0.30788804071246817,0.26463104325699743,2.6366782006920415,289
49,Näen end tulevikus elamas maapiirkonnas.,Overall,All,393,0.40966921119592875,0.356234096692112,0.23155216284987276,2.528239202657807,301
50,Näen end tulevikus elamas välismaal.,Overall,All,393,0.46564885496183206,0.24427480916030533,0.2900763358778626,2.74910394265233,279
51,"Minu jaoks on kõige olulisem selline koolide edetabel, mis näitab, kui õnnelikud on sealsed õpilased.",Overall,All,393,0.549618320610687,0.2697201017811705,0.178117048346056,2.8229813664596275,322
52,Kutsekool on edasiõppimiseks sama hea valik kui kõrgkool.,Overall,All,393,0.6106870229007634,0.24173027989821882,0.1450381679389313,2.952238805970149,335
53,Minu kooli õpetajad on targad ja inspireerivad.,Overall,All,393,0.7938931297709924,0.09923664122137404,0.09923664122137404,3.2564102564102564,351
54,Kujutan end ette üheksast viieni kontoris töötamas.,Overall,All,393,0.15267175572519084,0.6666666666666666,0.1806615776081425,1.7888198757763976,322
55,"Kujutan end ette tegemas üheksast viieni oskustööd (nt juuksur, ehitaja, elektrik).",Overall,All,393,0.25699745547073793,0.5521628498727735,0.18829516539440203,2.059748427672956,318
56,Kodukontor ja paindlik tööaeg on elementaarne.,Overall,All,393,0.7659033078880407,0.1272264631043257,0.10687022900763359,3.1823361823361824,351
57,Valin töö pigem palga kui kutsumuse järgi.,Overall,All,393,0.3104325699745547,0.5165394402035624,0.17302798982188294,2.252307692307692,325
59,Alkohol on sama ohtlik kui enamik narkootikume.,Overall,All,393,0.5623409669211196,0.33587786259541985,0.10178117048346055,2.8413597733711047,353
60,Narkootikumide tarvitamine on noorte seas tavaline.,Overall,All,393,0.45038167938931295,0.32061068702290074,0.22391857506361323,2.6303630363036303,303
61,Alkoholi joomine on noorte seas tavaline.,Overall,All,393,0.9516539440203562,0.02544529262086514,0.020356234096692113,3.5677083333333335,384
62,Olen tundnud puudust vaimse tervise abist.,Overall,All,393,0.4351145038167939,0.43765903307888043,0.12213740458015267,2.489795918367347,343
63,"Pean oluliseks, et kõik inimesed vaktsineeriksid ennast, et vanad haigused ei tuleks tagasi.",Overall,All,393,0.7582697201017812,0.08651399491094147,0.14249363867684478,3.4156626506024095,332
64,Noortel on keeruline paarisuhteid luua.,Overall,All,393,0.48854961832061067,0.30025445292620867,0.21119592875318066,2.7580645161290325,310
65,Üheöösuhted on noorte seas tavalised.,Overall,All,393,0.33587786259541985,0.2748091603053435,0.3893129770992366,2.5833333333333335,240
66,Enamik noori leiab partneri mõnest kohtinguäpist.,Overall,All,393,0.21628498727735368,0.3791348600508906,0.40458015267175573,2.3034188034188032,234
67,Mind on seksuaalselt ahistatud täisealise poolt.,Overall,All,393,0.1628498727735369,0.7557251908396947,0.05089058524173028,1.5373961218836565,361
1,"Tulevik tundub mulle äge, ootan seda põnevusega!",School location,Suurlinnad,217,0.8709677419354839,0.06912442396313365,0.059907834101382486,3.3627450980392157,204
2,Tulevik hirmutab mind,School location,Suurlinnad,217,0.7004608294930875,0.2304147465437788,0.06912442396313365,3.0247524752475248,202
3,"Tahaksin, et võiksin kooli lõpetamisele minna suvalistes riietes",School location,Suurlinnad,217,0.08294930875576037,0.8571428571428571,0.055299539170506916,1.5735294117647058,204
4,Ma tunnen end nüüd täiskasvanuna,School location,Suurlinnad,217,0.3271889400921659,0.4700460829493088,0.20276497695852536,2.3236994219653178,173
5,Vanemad inimesed on noortest igas asjas targemad.,School location,Suurlinnad,217,0.06451612903225806,0.8940092165898618,0.041474654377880185,1.625,208
6,"Mul on kõrini sellest, et kõik küsivad, mida ma pärast lõpetamist edasi teen.",School location,Suurlinnad,217,0.6451612903225806,0.2995391705069124,0.055299539170506916,2.946341463414634,205
7,"Mul pole õrna aimugi, kelleks ma tahan saada.",School location,Suurlinnad,217,0.3778801843317972,0.5253456221198156,0.0967741935483871,2.4081632653061225,196
8,Tegin enamiku kodutöid tehisaruga.,School location,Suurlinnad,217,0.21658986175115208,0.7649769585253456,0.018433179723502304,1.835680751173709,213
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",School location,Suurlinnad,217,0.728110599078341,0.23963133640552994,0.03225806451612903,3.0142857142857142,210
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",School location,Suurlinnad,217,0.12903225806451613,0.6589861751152074,0.2119815668202765,1.6432748538011697,171
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,School location,Suurlinnad,217,0.22580645161290322,0.3225806451612903,0.45161290322580644,2.3445378151260505,119
13,Tahan nüüd endale tätoveeringu teha lasta.,School location,Suurlinnad,217,0.423963133640553,0.45622119815668205,0.11981566820276497,2.3612565445026177,191
14,Armastan käia metsas.,School location,Suurlinnad,217,0.8387096774193549,0.11059907834101383,0.05069124423963134,3.378640776699029,206
15,Armastan käia seenel.,School location,Suurlinnad,217,0.4377880184331797,0.41935483870967744,0.14285714285714285,2.478494623655914,186
16,Mulle meeldib käia pidudel.,School location,Suurlinnad,217,0.7235023041474654,0.1889400921658986,0.08755760368663594,3.106060606060606,198
17,Mulle meeldib teha sporti.,School location,Suurlinnad,217,0.8617511520737328,0.0967741935483871,0.03225806451612903,3.4326923076923075,208
18,Ma hakkan gümnaasiumis käimist taga igatsema.,School location,Suurlinnad,217,0.5483870967741935,0.28110599078341014,0.17050691244239632,2.761111111111111,180
19,Poliitikud tunduvad mulle äärmiselt usaldusväärsed ja targad inimesed.,School location,Suurlinnad,217,0.027649769585253458,0.880184331797235,0.09216589861751152,1.6954314720812182,197
20,Eesti on salliv riik eri rahvuste suhtes.,School location,Suurlinnad,217,0.4377880184331797,0.3870967741935484,0.17511520737327188,2.5027932960893855,179
21,Eesti on salliv riik seksuaalvähemuste suhtes.,School location,Suurlinnad,217,0.3225806451612903,0.4700460829493088,0.2073732718894009,2.3372093023255816,172
22,Eesti võiks olla konservatiivsem.,School location,Suurlinnad,217,0.1336405529953917,0.6912442396313364,0.17050691244239632,1.6927374301675977,179
23,"Olen uhke, et olen eestlane.",School location,Suurlinnad,217,0.9170506912442397,0.03686635944700461,0.041474654377880185,3.579710144927536,207
24,"Pean loomulikuks, et inimene võib ise määratleda, mis soost ta on.",School location,Suurlinnad,217,0.6589861751152074,0.2073732718894009,0.12903225806451613,3.0585106382978724,188
25,Eestis peaks olema rohkem unisex-WC-sid.,School location,Suurlinnad,217,0.31336405529953915,0.34101382488479265,0.3456221198156682,2.4507042253521125,142
26,"Võimekas juht võib olla nii naine kui mees. Loevad oskused, mitte sugu.",School location,Suurlinnad,217,0.9861751152073732,0.013824884792626729,0.0,3.912442396313364,217
27,"Kokkama, koristama ja pesu pesema peavad koos elavad inimesed võrdselt, sõltumata soost.",School location,Suurlinnad,217,0.9539170506912442,0.03225806451612903,0.013824884792626729,3.7429906542056073,214
28,"Nõusolek on see, kui ma ütlen „jah”, mitte see, kui ma ei öelnud „ei”.",School location,Suurlinnad,217,0.9493087557603687,0.027649769585253458,0.02304147465437788,3.839622641509434,212
29,Laste saamine on iga täiskasvanud kodaniku vastutus oma rahvuse säilimise nimel.,School location,Suurlinnad,217,0.2073732718894009,0.6497695852534562,0.1382488479262673,1.924731182795699,186
30,Keskkonnahoid on mulle olulisem kui majanduskasv.,School location,Suurlinnad,217,0.5391705069124424,0.1935483870967742,0.2672811059907834,2.830188679245283,159
31,Eesti tegeleb kliimakriisi leevendamisega piisavalt.,School location,Suurlinnad,217,0.2903225806451613,0.3640552995391705,0.3456221198156682,2.4295774647887325,142
32,Jalakäijate turvalisuse huvides võiks olla linnades autode kiiruspiirang 30 km/h.,School location,Suurlinnad,217,0.1336405529953917,0.7235023041474654,0.14285714285714285,1.7956989247311828,186
33,Linnades võiks olla rohkem puid ja põõsaid.,School location,Suurlinnad,217,0.9216589861751152,0.027649769585253458,0.05069124423963134,3.495145631067961,206
34,Eestis on igas maakonnas ja linnas võimalik täisväärtuslikku elu elada.,School location,Suurlinnad,217,0.3548387096774194,0.5069124423963134,0.1382488479262673,2.379679144385027,187
35,Olen valmis vajadusel Eesti kaitsmiseks relva haarama.,School location,Suurlinnad,217,0.4009216589861751,0.391705069124424,0.1889400921658986,2.5232558139534884,172
36,Mul on kindel seisukoht Ukraina-Venemaa sõjas.,School location,Suurlinnad,217,0.8894009216589862,0.03225806451612903,0.07373271889400922,3.73,200
37,Mul on kindel seisukoht Iisraeli-Palestiina konfliktis.,School location,Suurlinnad,217,0.5714285714285714,0.15668202764976957,0.2626728110599078,3.151898734177215,158
38,Romantiline suhe on minu jaoks oluline osa elust.,School location,Suurlinnad,217,0.7373271889400922,0.17511520737327188,0.07373271889400922,3.095959595959596,198
39,Näen abiellumist olulise ja loomuliku osana oma tulevikust.,School location,Suurlinnad,217,0.5668202764976958,0.2534562211981567,0.17972350230414746,2.9101123595505616,178
40,Soovin kindlasti tulevikus saada lapsi.,School location,Suurlinnad,217,0.6221198156682027,0.18433179723502305,0.1935483870967742,3.097142857142857,175
41,Tahaks tulevikus pigem koera või kassi kui last.,School location,Suurlinnad,217,0.2764976958525346,0.5345622119815668,0.1889400921658986,2.1875,176
42,"Minu jaoks on tulevikus oluline just Eesti riigis oma pere luua, mitte välismaal.",School location,Suurlinnad,217,0.4377880184331797,0.2764976958525346,0.2857142857142857,2.696774193548387,155
43,Minu jaoks on üürikorteris elada sama hea kui endale (pangalaenuga) ostetud kodus.,School location,Suurlinnad,217,0.14746543778801843,0.6267281105990783,0.22580645161290322,1.9464285714285714,168
44,Kavatsen elada ema ja/või isaga koos nii kaua kui võimalik.,School location,Suurlinnad,217,0.15207373271889402,0.6866359447004609,0.15207373271889402,1.8131868131868132,182
45,Tahan tulevikus pigem üksinda elada.,School location,Suurlinnad,217,0.5345622119815668,0.29493087557603687,0.17050691244239632,2.727777777777778,180
46,Elaksin tulevikus meelsasti koos sõpradega.,School location,Suurlinnad,217,0.5852534562211982,0.2857142857142857,0.12442396313364056,2.7830687830687832,189
47,Mul peaks olema tulevikus isiklik sõiduauto.,School location,Suurlinnad,217,0.7649769585253456,0.16589861751152074,0.06451612903225806,3.3217821782178216,202
48,Näen end tulevikus elamas väljaspool Eesti suuremaid linnasid.,School location,Suurlinnad,217,0.35023041474654376,0.391705069124424,0.25806451612903225,2.3975155279503104,161
49,Näen end tulevikus elamas maapiirkonnas.,School location,Suurlinnad,217,0.3271889400921659,0.4700460829493088,0.19815668202764977,2.2716763005780347,173
50,Näen end tulevikus elamas välismaal.,School location,Suurlinnad,217,0.45622119815668205,0.271889400921659,0.271889400921659,2.6962025316455698,158
51,"Minu jaoks on kõige olulisem selline koolide edetabel, mis näitab, kui õnnelikud on sealsed õpilased.",School location,Suurlinnad,217,0.4792626728110599,0.3548387096774194,0.16589861751152074,2.679558011049724,181
52,Kutsekool on edasiõppimiseks sama hea valik kui kõrgkool.,School location,Suurlinnad,217,0.5668202764976958,0.23963133640552994,0.1889400921658986,2.9371428571428573,175
53,Minu kooli õpetajad on targad ja inspireerivad.,School location,Suurlinnad,217,0.8433179723502304,0.09216589861751152,0.059907834101382486,3.3399014778325125,203
54,Kujutan end ette üheksast viieni kontoris töötamas.,School location,Suurlinnad,217,0.1889400921658986,0.6221198156682027,0.1889400921658986,1.8636363636363635,176
55,"Kujutan end ette tegemas üheksast viieni oskustööd (nt juuksur, ehitaja, elektrik).",School location,Suurlinnad,217,0.2073732718894009,0.6129032258064516,0.17511520737327188,1.9157303370786516,178
56,Kodukontor ja paindlik tööaeg on elementaarne.,School location,Suurlinnad,217,0.7373271889400922,0.17972350230414746,0.08294930875576037,3.100502512562814,199
57,Valin töö pigem palga kui kutsumuse järgi.,School location,Suurlinnad,217,0.2857142857142857,0.5668202764976958,0.14746543778801843,2.1783783783783783,185
59,Alkohol on sama ohtlik kui enamik narkootikume.,School location,Suurlinnad,217,0.5345622119815668,0.35944700460829493,0.10599078341013825,2.783505154639175,194
60,Narkootikumide tarvitamine on noorte seas tavaline.,School location,Suurlinnad,217,0.4377880184331797,0.39631336405529954,0.16129032258064516,2.5801104972375692,181
61,Alkoholi joomine on noorte seas tavaline.,School location,Suurlinnad,217,0.9493087557603687,0.02304147465437788,0.02304147465437788,3.5924170616113744,211
62,Olen tundnud puudust vaimse tervise abist.,School location,Suurlinnad,217,0.3870967741935484,0.5207373271889401,0.08755760368663594,2.3197969543147208,197
63,"Pean oluliseks, et kõik inimesed vaktsineeriksid ennast, et vanad haigused ei tuleks tagasi.",School location,Suurlinnad,217,0.8387096774193549,0.06451612903225806,0.08755760368663594,3.510204081632653,196
64,Noortel on keeruline paarisuhteid luua.,School location,Suurlinnad,217,0.48847926267281105,0.2995391705069124,0.2119815668202765,2.7777777777777777,171
65,Üheöösuhted on noorte seas tavalised.,School location,Suurlinnad,217,0.34101382488479265,0.29493087557603687,0.3640552995391705,2.5579710144927534,138
66,Enamik noori leiab partneri mõnest kohtinguäpist.,School location,Suurlinnad,217,0.17050691244239632,0.41935483870967744,0.41013824884792627,2.1640625,128
67,Mind on seksuaalselt ahistatud täisealise poolt.,School location,Suurlinnad,217,0.17511520737327188,0.7465437788018433,0.05069124423963134,1.575,200
1,"Tulevik tundub mulle äge, ootan seda põnevusega!",School location,Väikelinnad/maakohad,176,0.7386363636363636,0.125,0.13636363636363635,3.210526315789474,152
2,Tulevik hirmutab mind,School location,Väikelinnad/maakohad,176,0.7727272727272727,0.14204545454545456,0.07954545454545454,3.217391304347826,161
3,"Tahaksin, et võiksin kooli lõpetamisele minna suvalistes riietes",School location,Väikelinnad/maakohad,176,0.1534090909090909,0.7784090909090909,0.06818181818181818,1.7134146341463414,164
4,Ma tunnen end nüüd täiskasvanuna,School location,Väikelinnad/maakohad,176,0.3181818181818182,0.44886363636363635,0.23295454545454544,2.3407407407407406,135
5,Vanemad inimesed on noortest igas asjas targemad.,School location,Väikelinnad/maakohad,176,0.045454545454545456,0.8863636363636364,0.06818181818181818,1.6585365853658536,164
6,"Mul on kõrini sellest, et kõik küsivad, mida ma pärast lõpetamist edasi teen.",School location,Väikelinnad/maakohad,176,0.7102272727272727,0.20454545454545456,0.07954545454545454,3.2422360248447206,161
7,"Mul pole õrna aimugi, kelleks ma tahan saada.",School location,Väikelinnad/maakohad,176,0.5056818181818182,0.4147727272727273,0.07954545454545454,2.654320987654321,162
8,Tegin enamiku kodutöid tehisaruga.,School location,Väikelinnad/maakohad,176,0.2897727272727273,0.6193181818181818,0.07954545454545454,2.10625,160
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",School location,Väikelinnad/maakohad,176,0.7215909090909091,0.21022727272727273,0.0625,3.0792682926829267,164
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",School location,Väikelinnad/maakohad,176,0.17613636363636365,0.5795454545454546,0.24431818181818182,1.894736842105263,133
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,School location,Väikelinnad/maakohad,176,0.24431818181818182,0.26704545454545453,0.48295454545454547,2.466666666666667,90
13,Tahan nüüd endale tätoveeringu teha lasta.,School location,Väikelinnad/maakohad,176,0.4375,0.42045454545454547,0.14204545454545456,2.5298013245033113,151
14,Armastan käia metsas.,School location,Väikelinnad/maakohad,176,0.8238636363636364,0.10227272727272728,0.07386363636363637,3.361963190184049,163
15,Armastan käia seenel.,School location,Väikelinnad/maakohad,176,0.42045454545454547,0.4431818181818182,0.13636363636363635,2.4802631578947367,152
16,Mulle meeldib käia pidudel.,School location,Väikelinnad/maakohad,176,0.6704545454545454,0.26136363636363635,0.06818181818181818,2.951219512195122,164
17,Mulle meeldib teha sporti.,School location,Väikelinnad/maakohad,176,0.7670454545454546,0.13068181818181818,0.10227272727272728,3.2468354430379747,158
18,Ma hakkan gümnaasiumis käimist taga igatsema.,School location,Väikelinnad/maakohad,176,0.48863636363636365,0.2556818181818182,0.2556818181818182,2.7938931297709924,131
19,Poliitikud tunduvad mulle äärmiselt usaldusväärsed ja targad inimesed.,School location,Väikelinnad/maakohad,176,0.017045454545454544,0.9147727272727273,0.06818181818181818,1.6524390243902438,164
20,Eesti on salliv riik eri rahvuste suhtes.,School location,Väikelinnad/maakohad,176,0.36363636363636365,0.45454545454545453,0.18181818181818182,2.3819444444444446,144
21,Eesti on salliv riik seksuaalvähemuste suhtes.,School location,Väikelinnad/maakohad,176,0.19318181818181818,0.5284090909090909,0.2727272727272727,2.1023622047244093,127
22,Eesti võiks olla konservatiivsem.,School location,Väikelinnad/maakohad,176,0.17045454545454544,0.4659090909090909,0.3522727272727273,1.9464285714285714,112
23,"Olen uhke, et olen eestlane.",School location,Väikelinnad/maakohad,176,0.8352272727272727,0.0625,0.10227272727272728,3.3987341772151898,158
24,"Pean loomulikuks, et inimene võib ise määratleda, mis soost ta on.",School location,Väikelinnad/maakohad,176,0.42613636363636365,0.375,0.18181818181818182,2.617021276595745,141
25,Eestis peaks olema rohkem unisex-WC-sid.,School location,Väikelinnad/maakohad,176,0.24431818181818182,0.4602272727272727,0.29545454545454547,2.129032258064516,124
26,"Võimekas juht võib olla nii naine kui mees. Loevad oskused, mitte sugu.",School location,Väikelinnad/maakohad,176,0.9772727272727273,0.011363636363636364,0.005681818181818182,3.925287356321839,174
27,"Kokkama, koristama ja pesu pesema peavad koos elavad inimesed võrdselt, sõltumata soost.",School location,Väikelinnad/maakohad,176,0.8977272727272727,0.022727272727272728,0.07954545454545454,3.7901234567901234,162
28,"Nõusolek on see, kui ma ütlen „jah”, mitte see, kui ma ei öelnud „ei”.",School location,Väikelinnad/maakohad,176,0.9545454545454546,0.011363636363636364,0.03409090909090909,3.7823529411764705,170
29,Laste saamine on iga täiskasvanud kodaniku vastutus oma rahvuse säilimise nimel.,School location,Väikelinnad/maakohad,176,0.23295454545454544,0.5568181818181818,0.20454545454545456,2.0431654676258995,139
30,Keskkonnahoid on mulle olulisem kui majanduskasv.,School location,Väikelinnad/maakohad,176,0.42613636363636365,0.1875,0.3806818181818182,2.8703703703703702,108
31,Eesti tegeleb kliimakriisi leevendamisega piisavalt.,School location,Väikelinnad/maakohad,176,0.21022727272727273,0.38636363636363635,0.4034090909090909,2.380952380952381,105
32,Jalakäijate turvalisuse huvides võiks olla linnades autode kiiruspiirang 30 km/h.,School location,Väikelinnad/maakohad,176,0.13068181818181818,0.7329545454545454,0.13636363636363635,1.855263157894737,152
33,Linnades võiks olla rohkem puid ja põõsaid.,School location,Väikelinnad/maakohad,176,0.9147727272727273,0.028409090909090908,0.056818181818181816,3.5240963855421685,166
34,Eestis on igas maakonnas ja linnas võimalik täisväärtuslikku elu elada.,School location,Väikelinnad/maakohad,176,0.32954545454545453,0.4715909090909091,0.19886363636363635,2.354609929078014,141
35,Olen valmis vajadusel Eesti kaitsmiseks relva haarama.,School location,Väikelinnad/maakohad,176,0.30113636363636365,0.4090909090909091,0.2840909090909091,2.384,125
36,Mul on kindel seisukoht Ukraina-Venemaa sõjas.,School location,Väikelinnad/maakohad,176,0.7784090909090909,0.056818181818181816,0.14772727272727273,3.45578231292517,147
37,Mul on kindel seisukoht Iisraeli-Palestiina konfliktis.,School location,Väikelinnad/maakohad,176,0.4034090909090909,0.13636363636363635,0.44886363636363635,3.0105263157894737,95
38,Romantiline suhe on minu jaoks oluline osa elust.,School location,Väikelinnad/maakohad,176,0.8181818181818182,0.11363636363636363,0.06818181818181818,3.341463414634146,164
39,Näen abiellumist olulise ja loomuliku osana oma tulevikust.,School location,Väikelinnad/maakohad,176,0.6079545454545454,0.25,0.14204545454545456,2.9072847682119205,151
40,Soovin kindlasti tulevikus saada lapsi.,School location,Väikelinnad/maakohad,176,0.625,0.18181818181818182,0.1875,3.084507042253521,142
41,Tahaks tulevikus pigem koera või kassi kui last.,School location,Väikelinnad/maakohad,176,0.3409090909090909,0.42613636363636365,0.23295454545454544,2.5037037037037035,135
42,"Minu jaoks on tulevikus oluline just Eesti riigis oma pere luua, mitte välismaal.",School location,Väikelinnad/maakohad,176,0.32954545454545453,0.35795454545454547,0.3125,2.512396694214876,121
43,Minu jaoks on üürikorteris elada sama hea kui endale (pangalaenuga) ostetud kodus.,School location,Väikelinnad/maakohad,176,0.19886363636363635,0.5056818181818182,0.29545454545454547,2.064516129032258,124
44,Kavatsen elada ema ja/või isaga koos nii kaua kui võimalik.,School location,Väikelinnad/maakohad,176,0.14204545454545456,0.6988636363636364,0.1590909090909091,1.8310810810810811,148
45,Tahan tulevikus pigem üksinda elada.,School location,Väikelinnad/maakohad,176,0.3977272727272727,0.4034090909090909,0.19886363636363635,2.5390070921985815,141
46,Elaksin tulevikus meelsasti koos sõpradega.,School location,Väikelinnad/maakohad,176,0.44886363636363635,0.3409090909090909,0.21022727272727273,2.5755395683453237,139
